cpf,hora,data,produto,preço,quantidade,filial,vendedor,operação,total
859.107.634-66,15:36,25/06/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
734.856.901-39,10:07,09/02/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,parcelado,"180000,0"
028.513.469-89,12:53,03/11/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
130.256.849-33,14:56,19/07/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,avista,"180000,0"
452.307.918-88,20:44,01/04/2023,BYD Tang,"300000,0",1,1,Lucas,parcelado,"300000,0"
781.920.654-30,08:10,21/11/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,parcelado,"180000,0"
374.692.501-07,22:18,25/01/2023,BYD e5,"220000,0",1,2,Eduardo,avista,"220000,0"
832.051.649-89,09:52,07/01/2023,BYD e5,"220000,0",1,2,Lucas,parcelado,"220000,0"
843.591.702-97,22:03,16/11/2023,BYD e5,"220000,0",1,1,Eduardo,parcelado,"220000,0"
381.274.956-46,10:33,09/01/2023,BYD Qin Pro,"200000,0",1,2,Erick,avista,"200000,0"
129.374.058-60,08:54,09/12/2023,BYD Song Pro,"250000,0",1,1,Eduardo,avista,"250000,0"
840.657.139-00,21:38,10/06/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,parcelado,"180000,0"
761.324.895-09,14:52,23/03/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
498.062.153-89,22:13,09/02/2023,BYD Song Pro,"250000,0",1,2,Theodoro,avista,"250000,0"
154.703.926-43,11:53,27/12/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,avista,"180000,0"
136.489.520-05,10:32,21/01/2023,BYD Qin Pro,"200000,0",1,2,Theodoro,avista,"200000,0"
725.049.863-00,22:09,17/11/2023,BYD Qin Pro,"200000,0",1,1,Antônio,parcelado,"200000,0"
759.340.682-29,13:54,16/04/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
382.479.165-09,17:34,06/01/2023,BYD Song Pro,"250000,0",1,2,Theodoro,parcelado,"250000,0"
496.570.231-06,17:07,15/08/2023,BYD e5,"220000,0",1,2,Theodoro,parcelado,"220000,0"
162.034.589-70,10:17,20/05/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
843.591.702-97,21:49,27/08/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,parcelado,"180000,0"
206.518.437-07,18:30,30/11/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
319.028.465-24,08:23,12/02/2023,BYD e5,"220000,0",1,1,Gabriel,avista,"220000,0"
682.503.917-21,09:46,16/02/2023,BYD Song Pro,"250000,0",1,2,Gabriel,avista,"250000,0"
568.032.479-29,18:49,19/11/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
642.078.539-10,12:22,12/01/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
830.956.124-51,09:21,03/12/2023,BYD Song Pro,"250000,0",1,1,Gabriel,avista,"250000,0"
178.594.260-30,15:53,13/05/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
035.289.461-05,11:51,15/05/2023,BYD e5,"220000,0",1,2,Mateus,parcelado,"220000,0"
614.738.059-10,13:02,14/01/2023,BYD e5,"220000,0",1,2,Mateus,avista,"220000,0"
196.032.487-03,18:51,28/07/2023,BYD e5,"220000,0",1,1,Lucas,avista,"220000,0"
460.951.872-49,20:48,04/08/2023,BYD Tang,"300000,0",1,1,Mateus,parcelado,"300000,0"
165.083.792-59,18:40,09/04/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
517.803.246-26,22:50,12/03/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
067.891.243-22,17:06,26/06/2023,BYD Qin Pro,"200000,0",1,1,Mateus,parcelado,"200000,0"
205.714.986-20,10:56,05/11/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,parcelado,"200000,0"
641.793.205-25,17:55,19/12/2023,BYD e5,"220000,0",1,1,Mateus,parcelado,"220000,0"
142.653.078-17,20:56,21/02/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
085.147.239-79,17:43,25/02/2023,BYD e5,"220000,0",1,1,Vinicius,parcelado,"220000,0"
674.910.532-70,21:14,20/06/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,avista,"180000,0"
864.730.915-48,15:17,07/01/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,parcelado,"180000,0"
917.354.602-06,10:41,03/06/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
879.342.105-23,17:27,04/12/2023,BYD Qin Pro,"200000,0",1,1,Lucas,parcelado,"200000,0"
590.467.318-39,14:14,08/07/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,avista,"180000,0"
967.203.485-74,13:46,29/08/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,parcelado,"180000,0"
710.385.469-66,20:33,06/05/2023,BYD e5,"220000,0",1,2,Eduardo,avista,"220000,0"
705.219.843-60,12:21,03/12/2023,BYD Song Pro,"250000,0",1,2,Mateus,parcelado,"250000,0"
572.014.938-41,09:59,13/11/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
482.096.513-15,12:20,01/11/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
692.308.547-00,16:05,13/11/2023,BYD Qin Pro,"200000,0",1,1,Gabriel,parcelado,"200000,0"
849.172.503-23,19:41,02/06/2023,BYD e5,"220000,0",1,2,Erick,parcelado,"220000,0"
327.486.510-90,15:30,01/03/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,avista,"180000,0"
350.841.672-08,11:53,15/07/2023,BYD e5,"220000,0",1,1,Mateus,parcelado,"220000,0"
062.478.359-65,14:26,21/12/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
087.924.165-94,16:33,10/12/2023,BYD e5,"220000,0",1,1,Lucas,avista,"220000,0"
386.927.501-40,08:56,02/08/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
978.034.562-00,18:58,28/05/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
123.475.069-43,21:55,13/06/2023,BYD e5,"220000,0",1,1,Theodoro,avista,"220000,0"
682.497.013-13,21:29,08/02/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
791.685.320-59,08:57,03/04/2023,BYD Song Pro,"250000,0",1,2,Lucas,parcelado,"250000,0"
953.467.218-19,08:24,18/01/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
980.345.712-88,18:11,28/12/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,parcelado,"180000,0"
427.591.603-43,22:13,28/08/2023,BYD e5,"220000,0",1,2,Theodoro,avista,"220000,0"
280.469.317-13,18:03,14/01/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
471.652.930-43,09:16,28/06/2023,BYD Song Pro,"250000,0",1,1,Gabriel,avista,"250000,0"
942.185.603-15,15:53,03/03/2023,BYD e5,"220000,0",1,2,Mateus,parcelado,"220000,0"
395.168.402-05,08:32,29/09/2023,BYD Qin Pro,"200000,0",1,2,Mateus,avista,"200000,0"
146.870.952-67,09:56,02/09/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
518.409.732-50,17:58,04/06/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
965.031.284-60,08:36,22/12/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,parcelado,"200000,0"
781.053.429-79,10:49,15/09/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
981.730.642-96,11:16,19/07/2023,BYD Tang,"300000,0",1,2,Erick,parcelado,"300000,0"
075.238.941-60,22:39,11/07/2023,BYD Tang,"300000,0",1,1,Eduardo,avista,"300000,0"
827.653.914-91,19:52,17/02/2023,BYD Song Pro,"250000,0",1,2,Gabriel,avista,"250000,0"
684.203.719-04,16:24,30/01/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,avista,"180000,0"
094.251.673-70,17:33,04/02/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,parcelado,"180000,0"
407.319.652-99,12:48,04/08/2023,BYD Yuan Pro,"180000,0",1,1,Erick,parcelado,"180000,0"
014.926.753-34,10:20,25/01/2023,BYD Tang,"300000,0",1,2,Theodoro,parcelado,"300000,0"
951.623.087-30,10:40,24/08/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
836.279.451-82,12:20,23/05/2023,BYD e5,"220000,0",1,2,Lucas,parcelado,"220000,0"
132.746.580-90,09:41,28/12/2023,BYD Qin Pro,"200000,0",1,2,Erick,parcelado,"200000,0"
259.137.086-95,17:08,22/12/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,avista,"180000,0"
869.025.173-12,20:48,23/01/2023,BYD e5,"220000,0",1,1,Eduardo,avista,"220000,0"
179.645.203-34,21:44,20/11/2023,BYD Song Pro,"250000,0",1,2,Theodoro,avista,"250000,0"
961.472.350-52,20:00,02/05/2023,BYD e5,"220000,0",1,1,Mateus,parcelado,"220000,0"
847.539.162-19,19:20,01/12/2023,BYD Tang,"300000,0",1,1,Theodoro,avista,"300000,0"
879.354.016-75,21:15,28/11/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
923.415.870-97,15:34,25/11/2023,BYD e5,"220000,0",1,1,Mateus,parcelado,"220000,0"
921.405.678-11,20:38,26/07/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,parcelado,"200000,0"
180.624.953-70,20:36,11/09/2023,BYD Yuan Pro,"180000,0",1,1,Erick,parcelado,"180000,0"
472.609.351-70,19:27,04/11/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
870.123.569-95,21:53,12/02/2023,BYD Yuan Pro,"180000,0",1,2,Mateus,parcelado,"180000,0"
539.816.724-37,17:05,23/02/2023,BYD Yuan Pro,"180000,0",1,1,Mateus,avista,"180000,0"
901.283.467-87,10:32,21/05/2023,BYD Yuan Pro,"180000,0",1,2,Mateus,avista,"180000,0"
907.416.352-16,14:49,23/12/2023,BYD Qin Pro,"200000,0",1,1,Vinicius,parcelado,"200000,0"
345.216.807-71,11:38,25/02/2023,BYD e5,"220000,0",1,2,Vinicius,parcelado,"220000,0"
250.678.349-00,12:56,15/02/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
430.152.796-61,19:40,28/12/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
692.813.704-50,18:41,13/04/2023,BYD Qin Pro,"200000,0",1,2,Theodoro,parcelado,"200000,0"
325.190.867-77,19:13,12/06/2023,BYD e5,"220000,0",1,1,Antônio,avista,"220000,0"
039.681.274-04,11:18,17/02/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
029.815.736-59,19:12,19/12/2023,BYD e5,"220000,0",1,1,Antônio,parcelado,"220000,0"
530.627.194-43,09:49,14/01/2023,BYD e5,"220000,0",1,2,Lucas,parcelado,"220000,0"
890.532.671-40,16:02,25/01/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
463.892.157-46,17:04,13/01/2023,BYD e5,"220000,0",1,1,Antônio,parcelado,"220000,0"
654.709.321-25,15:11,24/11/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
630.195.847-01,12:35,24/04/2023,BYD Yuan Pro,"180000,0",1,1,Mateus,parcelado,"180000,0"
314.208.675-71,08:11,06/01/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
692.348.175-91,15:17,18/11/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
387.642.590-56,13:47,01/08/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
376.259.418-09,08:09,21/04/2023,BYD e5,"220000,0",1,1,Vinicius,avista,"220000,0"
065.132.948-51,18:08,27/01/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
839.471.056-57,22:37,07/01/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,avista,"180000,0"
354.691.028-15,12:52,02/01/2023,BYD Song Pro,"250000,0",1,2,Mateus,parcelado,"250000,0"
658.031.429-05,08:40,29/04/2023,BYD Song Pro,"250000,0",1,1,Eduardo,parcelado,"250000,0"
086.493.217-04,18:48,07/12/2023,BYD e5,"220000,0",1,1,Erick,avista,"220000,0"
875.342.610-07,15:14,27/01/2023,BYD e5,"220000,0",1,1,Erick,parcelado,"220000,0"
207.594.638-83,12:15,09/11/2023,BYD Song Pro,"250000,0",1,2,Erick,parcelado,"250000,0"
843.975.160-57,14:02,06/12/2023,BYD Song Pro,"250000,0",1,1,Erick,parcelado,"250000,0"
853.271.096-40,22:43,13/01/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
631.845.972-37,11:37,12/08/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
967.450.283-10,14:51,16/01/2023,BYD Yuan Pro,"180000,0",1,2,Erick,parcelado,"180000,0"
907.861.435-84,08:32,10/12/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
792.340.615-43,08:59,06/01/2023,BYD e5,"220000,0",1,2,Erick,avista,"220000,0"
375.142.806-26,22:07,20/02/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
512.036.874-35,21:19,13/02/2023,BYD Qin Pro,"200000,0",1,2,Lucas,parcelado,"200000,0"
631.540.827-35,13:45,04/01/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
305.647.891-00,16:28,07/12/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,avista,"180000,0"
320.514.789-88,13:56,15/01/2023,BYD Song Pro,"250000,0",1,2,Eduardo,parcelado,"250000,0"
705.124.893-60,22:51,15/02/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,avista,"200000,0"
789.126.450-30,15:04,23/03/2023,BYD Qin Pro,"200000,0",1,1,Vinicius,avista,"200000,0"
186.352.079-12,10:19,03/09/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
540.638.172-53,20:23,17/09/2023,BYD Song Pro,"250000,0",1,2,Eduardo,parcelado,"250000,0"
894.037.215-88,15:50,18/12/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
697.052.384-56,08:35,22/06/2023,BYD Tang,"300000,0",1,1,Lucas,avista,"300000,0"
502.438.769-47,21:09,06/11/2023,BYD e5,"220000,0",1,2,Theodoro,avista,"220000,0"
163.204.795-07,09:00,11/01/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,parcelado,"200000,0"
283.071.694-96,10:32,03/04/2023,BYD e5,"220000,0",1,1,Antônio,avista,"220000,0"
862.953.407-92,14:57,25/12/2023,BYD e5,"220000,0",1,1,Antônio,avista,"220000,0"
370.691.528-68,21:35,02/09/2023,BYD Tang,"300000,0",1,1,Eduardo,parcelado,"300000,0"
941.608.257-02,14:59,20/01/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
198.405.327-23,16:09,10/12/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
761.832.540-53,12:26,02/03/2023,BYD Qin Pro,"200000,0",1,2,Erick,parcelado,"200000,0"
265.791.043-25,08:35,22/08/2023,BYD Qin Pro,"200000,0",1,1,Gabriel,parcelado,"200000,0"
269.185.043-98,11:58,28/01/2023,BYD e5,"220000,0",1,2,Lucas,parcelado,"220000,0"
516.847.203-62,14:00,21/01/2023,BYD Song Pro,"250000,0",1,2,Eduardo,parcelado,"250000,0"
698.327.450-47,17:05,24/01/2023,BYD Qin Pro,"200000,0",1,2,Vinicius,parcelado,"200000,0"
634.290.578-92,19:42,05/12/2023,BYD Song Pro,"250000,0",1,1,Gabriel,parcelado,"250000,0"
613.904.785-48,11:44,25/06/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,avista,"180000,0"
513.486.092-06,22:02,05/11/2023,BYD Song Pro,"250000,0",1,2,Antônio,parcelado,"250000,0"
761.058.243-35,16:33,05/09/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,avista,"200000,0"
705.849.316-20,20:35,14/03/2023,BYD Song Pro,"250000,0",1,1,Eduardo,avista,"250000,0"
430.152.796-61,08:34,12/01/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,avista,"180000,0"
027.316.549-61,09:36,08/11/2023,BYD Tang,"300000,0",1,2,Eduardo,parcelado,"300000,0"
379.608.145-20,22:45,21/11/2023,BYD e5,"220000,0",1,1,Gabriel,avista,"220000,0"
412.396.850-33,22:06,29/12/2023,BYD Tang,"300000,0",1,2,Theodoro,avista,"300000,0"
186.930.574-48,09:03,08/01/2023,BYD Qin Pro,"200000,0",1,1,Antônio,parcelado,"200000,0"
264.015.739-61,08:08,17/12/2023,BYD Song Pro,"250000,0",1,2,Lucas,avista,"250000,0"
649.852.710-20,11:07,19/12/2023,BYD Tang,"300000,0",1,1,Antônio,parcelado,"300000,0"
042.793.861-96,09:49,09/07/2023,BYD Song Pro,"250000,0",1,2,Lucas,parcelado,"250000,0"
490.862.173-03,11:40,21/12/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
094.758.623-74,13:49,02/12/2023,BYD Tang,"300000,0",1,1,Lucas,parcelado,"300000,0"
340.862.157-80,11:04,21/01/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
245.917.386-55,10:43,29/03/2023,BYD Yuan Pro,"180000,0",1,2,Erick,avista,"180000,0"
125.064.938-24,11:46,26/08/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
193.874.650-39,11:17,09/01/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
758.093.624-00,21:25,03/04/2023,BYD Qin Pro,"200000,0",1,2,Antônio,parcelado,"200000,0"
723.019.864-03,11:49,22/11/2023,BYD Qin Pro,"200000,0",1,1,Mateus,parcelado,"200000,0"
128.093.467-04,14:02,30/06/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
037.582.496-00,20:12,03/05/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
270.659.138-21,22:42,23/12/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,avista,"180000,0"
381.526.047-71,18:35,29/06/2023,BYD e5,"220000,0",1,2,Mateus,parcelado,"220000,0"
253.074.819-50,18:01,07/06/2023,BYD Song Pro,"250000,0",1,2,Vinicius,parcelado,"250000,0"
957.042.638-10,18:26,21/07/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,avista,"180000,0"
148.037.265-07,12:19,13/12/2023,BYD Song Pro,"250000,0",1,2,Mateus,parcelado,"250000,0"
627.984.351-37,18:23,10/04/2023,BYD Song Pro,"250000,0",1,1,Mateus,avista,"250000,0"
841.025.963-05,08:58,22/02/2023,BYD e5,"220000,0",1,1,Eduardo,parcelado,"220000,0"
032.751.846-44,22:03,06/07/2023,BYD Song Pro,"250000,0",1,2,Erick,parcelado,"250000,0"
740.213.685-07,12:37,07/12/2023,BYD Qin Pro,"200000,0",1,1,Eduardo,parcelado,"200000,0"
140.672.395-99,08:53,30/12/2023,BYD e5,"220000,0",1,2,Mateus,parcelado,"220000,0"
540.739.126-07,21:57,05/05/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
481.362.509-60,10:00,15/02/2023,BYD e5,"220000,0",1,2,Erick,avista,"220000,0"
590.814.362-60,12:08,13/01/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
501.726.439-61,19:08,20/02/2023,BYD Qin Pro,"200000,0",1,1,Lucas,parcelado,"200000,0"
967.025.438-83,08:29,14/01/2023,BYD Song Pro,"250000,0",1,2,Eduardo,parcelado,"250000,0"
379.421.508-79,12:09,24/03/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
716.893.524-00,14:07,15/05/2023,BYD e5,"220000,0",1,1,Erick,parcelado,"220000,0"
867.941.253-82,20:50,17/01/2023,BYD Qin Pro,"200000,0",1,2,Antônio,parcelado,"200000,0"
723.945.068-65,13:29,09/04/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,parcelado,"180000,0"
538.629.701-59,22:26,03/03/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
591.384.620-60,22:34,17/11/2023,BYD Song Pro,"250000,0",1,2,Theodoro,parcelado,"250000,0"
139.250.674-34,17:06,03/01/2023,BYD Qin Pro,"200000,0",1,1,Mateus,parcelado,"200000,0"
963.054.782-10,12:04,14/01/2023,BYD Song Pro,"250000,0",1,2,Vinicius,parcelado,"250000,0"
321.798.456-00,22:41,16/06/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
498.701.526-94,18:07,15/05/2023,BYD Song Pro,"250000,0",1,2,Theodoro,parcelado,"250000,0"
379.056.418-48,21:20,01/11/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,parcelado,"200000,0"
945.317.026-70,18:55,13/11/2023,BYD Song Pro,"250000,0",1,1,Theodoro,avista,"250000,0"
609.748.153-57,11:00,30/04/2023,BYD Song Pro,"250000,0",1,1,Erick,avista,"250000,0"
103.429.768-69,16:33,06/01/2023,BYD Qin Pro,"200000,0",1,2,Erick,parcelado,"200000,0"
645.027.938-92,08:50,28/03/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
286.973.150-77,20:04,19/01/2023,BYD e5,"220000,0",1,2,Erick,parcelado,"220000,0"
234.057.698-92,18:07,07/11/2023,BYD Qin Pro,"200000,0",1,2,Antônio,parcelado,"200000,0"
241.597.860-49,19:01,10/07/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
639.825.017-68,19:21,23/01/2023,BYD Song Pro,"250000,0",1,1,Lucas,parcelado,"250000,0"
680.759.213-21,09:01,08/07/2023,BYD Qin Pro,"200000,0",1,1,Gabriel,parcelado,"200000,0"
304.681.957-93,13:53,16/01/2023,BYD e5,"220000,0",1,2,Erick,parcelado,"220000,0"
705.248.319-04,18:53,25/12/2023,BYD e5,"220000,0",1,1,Lucas,avista,"220000,0"
150.793.642-70,20:56,14/11/2023,BYD e5,"220000,0",1,2,Eduardo,parcelado,"220000,0"
718.342.509-60,19:06,08/05/2023,BYD e5,"220000,0",1,2,Mateus,avista,"220000,0"
269.185.043-98,21:59,04/04/2023,BYD e5,"220000,0",1,1,Mateus,avista,"220000,0"
032.159.648-05,22:52,20/05/2023,BYD Song Pro,"250000,0",1,1,Lucas,parcelado,"250000,0"
473.908.612-31,21:43,17/01/2023,BYD e5,"220000,0",1,2,Lucas,avista,"220000,0"
204.576.398-65,19:35,17/04/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
683.549.072-10,09:41,29/06/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
819.762.035-03,08:50,25/03/2023,BYD Song Pro,"250000,0",1,1,Theodoro,parcelado,"250000,0"
795.804.236-10,08:22,25/02/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
613.987.405-00,13:54,16/01/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
517.468.903-39,17:35,27/01/2023,BYD Yuan Pro,"180000,0",1,1,Mateus,parcelado,"180000,0"
730.692.518-03,21:38,01/01/2023,BYD e5,"220000,0",1,1,Vinicius,parcelado,"220000,0"
719.306.825-30,11:17,04/03/2023,BYD Qin Pro,"200000,0",1,2,Erick,parcelado,"200000,0"
436.972.851-73,12:22,10/01/2023,BYD Yuan Pro,"180000,0",1,1,Erick,parcelado,"180000,0"
890.436.172-96,18:59,05/02/2023,BYD Song Pro,"250000,0",1,2,Eduardo,parcelado,"250000,0"
295.374.601-34,22:10,22/05/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
159.740.826-30,22:00,17/03/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
319.624.085-15,22:17,15/07/2023,BYD Song Pro,"250000,0",1,1,Lucas,parcelado,"250000,0"
159.740.826-30,21:45,11/02/2023,BYD e5,"220000,0",1,2,Vinicius,parcelado,"220000,0"
789.635.240-00,21:10,25/01/2023,BYD Yuan Pro,"180000,0",1,2,Mateus,parcelado,"180000,0"
973.056.421-34,20:53,23/06/2023,BYD Song Pro,"250000,0",1,2,Eduardo,parcelado,"250000,0"
607.483.152-17,08:00,04/03/2023,BYD Song Pro,"250000,0",1,1,Lucas,parcelado,"250000,0"
812.509.437-79,10:26,02/08/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
187.940.362-50,18:40,09/01/2023,BYD Qin Pro,"200000,0",1,2,Vinicius,parcelado,"200000,0"
625.140.837-53,10:31,02/06/2023,BYD Qin Pro,"200000,0",1,1,Eduardo,avista,"200000,0"
503.769.281-40,10:09,03/06/2023,BYD Tang,"300000,0",1,2,Antônio,parcelado,"300000,0"
250.816.974-94,12:36,21/04/2023,BYD e5,"220000,0",1,1,Antônio,parcelado,"220000,0"
425.907.861-58,21:20,11/03/2023,BYD e5,"220000,0",1,1,Eduardo,avista,"220000,0"
640.925.137-80,18:18,13/04/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,avista,"180000,0"
892.417.365-00,10:36,01/05/2023,BYD Qin Pro,"200000,0",1,2,Vinicius,parcelado,"200000,0"
598.207.463-29,14:29,26/09/2023,BYD Yuan Pro,"180000,0",1,2,Erick,avista,"180000,0"
609.178.234-78,22:52,18/06/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
259.176.348-82,08:28,06/06/2023,BYD Song Pro,"250000,0",1,1,Antônio,parcelado,"250000,0"
153.087.962-03,21:20,05/05/2023,BYD Qin Pro,"200000,0",1,1,Vinicius,parcelado,"200000,0"
695.032.471-52,16:09,16/11/2023,BYD Song Pro,"250000,0",1,1,Mateus,avista,"250000,0"
839.127.056-40,13:28,15/06/2023,BYD e5,"220000,0",1,1,Erick,parcelado,"220000,0"
297.814.503-04,11:19,07/01/2023,BYD Qin Pro,"200000,0",1,1,Antônio,parcelado,"200000,0"
526.813.407-80,12:13,21/12/2023,BYD Song Pro,"250000,0",1,1,Vinicius,parcelado,"250000,0"
614.038.792-22,09:56,30/05/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,avista,"200000,0"
107.349.568-00,21:17,25/02/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
380.925.167-40,21:35,07/12/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
425.731.089-88,13:52,18/06/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,avista,"180000,0"
957.436.180-20,15:11,05/11/2023,BYD Qin Pro,"200000,0",1,2,Antônio,parcelado,"200000,0"
871.624.950-01,15:15,08/01/2023,BYD Qin Pro,"200000,0",1,1,Lucas,avista,"200000,0"
341.970.825-41,16:28,30/01/2023,BYD Tang,"300000,0",1,1,Theodoro,parcelado,"300000,0"
468.509.132-98,15:49,08/12/2023,BYD Yuan Pro,"180000,0",1,2,Mateus,parcelado,"180000,0"
189.460.523-33,15:09,25/12/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
